Time,Camera,State
2月 09 07:45:48.904,67.056,0
2月 09 07:45:48.970,92.745,0
2月 09 07:45:49.035,97.787,0
2月 09 07:45:49.097,93.850,2
2月 09 07:45:49.160,89.325,1
2月 09 07:45:49.220,87.906,1
2月 09 07:45:49.282,87.898,1
2月 09 07:45:49.346,87.696,1
2月 09 07:45:49.407,87.591,1
2月 09 07:45:49.469,87.179,1
2月 09 07:45:49.532,86.735,1
2月 09 07:45:49.593,85.993,1
2月 09 07:45:49.655,85.443,1
2月 09 07:45:49.718,85.218,1
2月 09 07:45:49.780,84.847,1
2月 09 07:45:49.840,84.978,3
2月 09 07:45:49.902,85.030,0
2月 09 07:45:49.962,85.076,0
2月 09 07:45:50.023,85.120,0
2月 09 07:45:50.083,85.237,0
2月 09 07:45:50.144,85.186,2
2月 09 07:45:50.206,85.268,3
2月 09 07:45:50.267,85.316,0
2月 09 07:45:50.335,84.112,2
2月 09 07:45:50.400,83.844,1
2月 09 07:45:50.460,84.203,3
2月 09 07:45:50.521,84.405,0
2月 09 07:45:50.582,84.527,0
2月 09 07:45:50.642,84.516,2
2月 09 07:45:50.703,84.657,3
2月 09 07:45:50.764,84.652,2
2月 09 07:45:50.824,84.852,3
2月 09 07:45:50.886,84.998,0
2月 09 07:45:50.947,85.025,0
2月 09 07:45:51.008,85.193,0
2月 09 07:45:51.069,86.482,0
2月 09 07:45:51.130,86.634,0
2月 09 07:45:51.191,86.686,0
2月 09 07:45:51.253,86.736,0
2月 09 07:45:51.313,86.757,0
2月 09 07:45:51.374,86.073,2
2月 09 07:45:51.434,85.025,1
2月 09 07:45:51.496,85.387,3
2月 09 07:45:51.555,85.636,0
2月 09 07:45:51.615,85.738,0
2月 09 07:45:51.676,85.828,0
2月 09 07:45:51.736,85.743,2
2月 09 07:45:51.798,85.828,3
2月 09 07:45:51.858,86.057,0
2月 09 07:45:51.918,86.146,0
2月 09 07:45:51.986,86.330,0
2月 09 07:45:52.046,86.395,0
2月 09 07:45:52.107,86.506,0
2月 09 07:45:52.166,86.669,0
2月 09 07:45:52.223,86.868,0
2月 09 07:45:52.283,86.970,0
2月 09 07:45:52.345,87.040,0
2月 09 07:45:52.405,86.824,2
2月 09 07:45:52.465,85.591,1
2月 09 07:45:52.524,85.654,3
2月 09 07:45:52.583,85.964,0
